field_1,X,haulid,sppocean,Freq,wtcpue,logwtcpue,latgrid,longrid,region,year,yearsurv,month,stratum,lat,lon,depth,bottemp,surftemp_orig,adjSST,surftemp,elev,tri,GRAVEL,SAND,MUD,habitat,GRAINSIZE,habitatFact,SST.actual,SST.seasonal.mean,SST.min,SST.max,SBT.actual,SBT.seasonal,SBT.min,SBT.max,survey,surveyfact,regionfact,rugosity,ocean,season
"125","249",196803-037-1630,centropristis striata_Atl,"5405",94.3,4.54648118963941,35.775,-74.825,NEFSC_NEUS,"1968","1968","3","1630",35.766667,-74.85,"115","10","7","12.3785439391602","7",-586.361111111111,95.9548611111111,"4.84111213684082","82.4936065673828","12.6609268188477",slope_soft,2.21283841133118,soft,12.44084549,14.40824795,10.47741985,23.04711723,3.707399368,3.635096312,3.450901985,3.746206045,NEFSC_NEUSSpring,NEFSC_NEUSSpring,NEFSC_NEUS,4.57424552082477,Atl,Spring
"126","255",196803-042-1670,centropristis striata_Atl,"5405",2.7,0.993251773010283,36.725,-74.675,NEFSC_NEUS,"1968","1968","3","1670",36.7,-74.7,"115","10.3","8.2","9.98838439226338","8.2",-180.166666666667,40.3020833333333,"4.84111213684082","82.4936065673828","12.6609268188477",shelf_soft,2.21283841133118,soft,8.60097599,10.14090061,6.741396427,22.76525497,3.691985607,3.700574875,3.598163366,3.902234077,NEFSC_NEUSSpring,NEFSC_NEUSSpring,NEFSC_NEUS,3.72091294260111,Atl,Spring
"127","257",196803-044-1660,centropristis striata_Atl,"5405",1.8,0.587786664902119,37.025,-74.825,NEFSC_NEUS,"1968","1968","3","1660",37,-74.816667,"59","7.2","6.7","7.0368205436626","6.7",-57.5555555555556,1.22569444444444,"4.84111213684082","82.4936065673828","12.6609268188477",subt_soft,2.21283841133118,soft,8.60097599,10.14090061,6.741396427,22.76525497,3.691985607,3.700574875,3.598163366,3.902234077,NEFSC_NEUSSpring,NEFSC_NEUSSpring,NEFSC_NEUS,0.800068976784724,Atl,Spring
"128","265",196803-056-1710,centropristis striata_Atl,"5405",0,-inf,37.925,-74.025,NEFSC_NEUS,"1968","1968","3","1710",37.933333,-74.05,"137","9.3","6.4","7.0368205436626","6.4",-159.638888888889,10.6666666666667,"4.84111213684082","82.4936065673828","12.6609268188477",shelf_soft,2.21283841133118,soft,4.915593147,7.16471529,4.915593147,24.83670044,3.904530048,3.886126757,3.708661079,4.012781143,NEFSC_NEUSSpring,NEFSC_NEUSSpring,NEFSC_NEUS,2.4567357728213,Atl,Spring
"129","276",196817-054-1610,centropristis striata_Atl,"5405",0,-inf,35.825,-75.225,NEFSC_NEUS,"1968","1968","10","1610",35.833333,-75.25,"28","20.7","21.1","22.6122391225712","21.1",-33.3888888888889,0.909722222222222,"4.84111213684082","82.4936065673828","12.6609268188477",subt_soft,2.21283841133118,soft,21.46217346,20.66290092,5.779122353,23.64885712,9.684432983,10.96051502,7.111382008,17.7197876,NEFSC_NEUSFall,NEFSC_NEUSFall,NEFSC_NEUS,0.646957798090571,Atl,Fall
"130","278",196817-055-1610,centropristis striata_Atl,"5405",1.4,0.336472236621213,36.025,-75.275,NEFSC_NEUS,"1968","1968","10","1610",36,-75.283333,"29","20.2","21","20.8034577766452","21",-30.2777777777778,0.975694444444444,"4.84111213684082","82.4936065673828","12.6609268188477",subt_soft,2.21283841133118,soft,21.46217346,20.66290092,5.779122353,23.64885712,9.684432983,10.96051502,7.111382008,17.7197876,NEFSC_NEUSFall,NEFSC_NEUSFall,NEFSC_NEUS,0.680919953990385,Atl,Fall
"131","279",196817-056-1610,centropristis striata_Atl,"5405",0.5,-0.693147180559945,36.125,-75.125,NEFSC_NEUS,"1968","1968","10","1610",36.133333,-75.133333,"36",NA,"20.8","20.8034577766452","20.8",-34.9722222222222,0.75,"4.84111213684082","82.4936065673828","12.6609268188477",subt_soft,2.21283841133118,soft,19.99588394,19.69397545,4.757553101,22.76938248,18.26362991,18.35612869,5.532219887,20.91272163,NEFSC_NEUSFall,NEFSC_NEUSFall,NEFSC_NEUS,0.559615787935423,Atl,Fall
"132","281",196817-057-1610,centropristis striata_Atl,"5405",0,-inf,36.025,-75.025,NEFSC_NEUS,"1968","1968","10","1610",36.033333,-75.016667,"37","20.3","20.7","20.8034577766452","20.7",-39.3055555555556,2.86805555555556,"4.84111213684082","82.4936065673828","12.6609268188477",subt_soft,2.21283841133118,soft,19.99588394,19.69397545,4.757553101,22.76938248,18.26362991,18.35612869,5.532219887,20.91272163,NEFSC_NEUSFall,NEFSC_NEUSFall,NEFSC_NEUS,1.35275194035128,Atl,Fall
"133","285",196817-066-1650,centropristis striata_Atl,"5405",0,-inf,36.775,-75.525,NEFSC_NEUS,"1968","1968","10","1650",36.783333,-75.55,"19","20.3","20.7","20.8034577766452","20.7",-19.6388888888889,0.694444444444444,"4.84111213684082","82.4936065673828","12.6609268188477",subt_soft,2.21283841133118,soft,21.2708168,20.24513245,3.873301268,23.43364906,20.94560242,19.45989609,3.848439932,21.40618324,NEFSC_NEUSFall,NEFSC_NEUSFall,NEFSC_NEUS,0.527354925717201,Atl,Fall
"134","289",196817-067-1650,centropristis striata_Atl,"5405",0.9,-0.105360515657826,36.875,-75.375,NEFSC_NEUS,"1968","1968","10","1650",36.866667,-75.383333,"29","19","20.5","20.8034577766452","20.5",-28.4444444444444,1.07638888888889,"4.84111213684082","82.4936065673828","12.6609268188477",subt_soft,2.21283841133118,soft,19.91670036,19.3615036,4.926493168,23.08021927,15.12047195,6.922451973,1.78484273,15.12047195,NEFSC_NEUSFall,NEFSC_NEUSFall,NEFSC_NEUS,0.730630273814686,Atl,Fall
"135","291",196817-068-1650,centropristis striata_Atl,"5405",1.8,0.587786664902119,37.025,-75.025,NEFSC_NEUS,"1968","1968","10","1650",37,-75.05,"39","19.9","20.8","19.1964676627731","20.8",-40.5833333333333,1.02430555555556,"4.84111213684082","82.4936065673828","12.6609268188477",subt_soft,2.21283841133118,soft,19.91670036,19.3615036,4.926493168,23.08021927,15.12047195,6.922451973,1.78484273,15.12047195,NEFSC_NEUSFall,NEFSC_NEUSFall,NEFSC_NEUS,0.705226706214546,Atl,Fall
"136","293",196817-069-1650,centropristis striata_Atl,"5405",0.9,-0.105360515657826,37.075,-75.325,NEFSC_NEUS,"1968","1968","10","1650",37.083333,-75.333333,"28","19.2","20.7","19.1964676627731","20.7",-29.0277777777778,0.885416666666667,"4.84111213684082","82.4936065673828","12.6609268188477",subt_soft,2.21283841133118,soft,20.0623703,19.2393589,4.583613873,24.20192909,15.77309227,7.324438572,1.070107102,15.77309227,NEFSC_NEUSFall,NEFSC_NEUSFall,NEFSC_NEUS,0.634148839797989,Atl,Fall
"137","295",196817-070-1650,centropristis striata_Atl,"5405",0.5,-0.693147180559945,37.225,-75.275,NEFSC_NEUS,"1968","1968","10","1650",37.216667,-75.266667,"23","19.9","20.2","19.1964676627731","20.2",-24.5277777777778,1.40972222222222,"4.84111213684082","82.4936065673828","12.6609268188477",subt_soft,2.21283841133118,soft,20.0623703,19.2393589,4.583613873,24.20192909,15.77309227,7.324438572,1.070107102,15.77309227,NEFSC_NEUSFall,NEFSC_NEUSFall,NEFSC_NEUS,0.879511480370859,Atl,Fall
"138","298",196817-071-1650,centropristis striata_Atl,"5405",0,-inf,37.675,-75.125,NEFSC_NEUS,"1968","1968","10","1650",37.683333,-75.116667,"27","17.7","19.7","19.1964676627731","19.7",-27.4166666666667,1.25,"4.84111213684082","82.4936065673828","12.6609268188477",subt_soft,2.21283841133118,soft,21.08032036,19.78091812,3.885461569,25.13026428,19.84329987,18.60000038,4.563723564,21.22332954,NEFSC_NEUSFall,NEFSC_NEUSFall,NEFSC_NEUS,0.810930216216329,Atl,Fall
"139","301",196817-073-1690,centropristis striata_Atl,"5405",0.9,-0.105360515657826,37.875,-74.675,NEFSC_NEUS,"1968","1968","10","1690",37.866667,-74.683333,"40","13.5","19.9","20.1432681707272","19.9",-42.3611111111111,0.503472222222222,"4.84111213684082","82.4936065673828","12.6609268188477",subt_soft,2.21283841133118,soft,20.08330345,18.93273163,4.739628315,24.71616173,10.93737221,8.901462555,6.050601482,11.69211197,NEFSC_NEUSFall,NEFSC_NEUSFall,NEFSC_NEUS,0.407777247866544,Atl,Fall
"140","305",196817-074-1690,centropristis striata_Atl,"5405",1.4,0.336472236621213,38.125,-74.775,NEFSC_NEUS,"1968","1968","10","1690",38.133333,-74.783333,"26","19","19.8","18.3406105775452","19.8",-25.3888888888889,1.49652777777778,"4.84111213684082","82.4936065673828","12.6609268188477",subt_soft,2.21283841133118,soft,19.87569046,18.8993969,3.697108746,24.2759285,15.64906597,14.71010017,4.453950405,15.64906597,NEFSC_NEUSFall,NEFSC_NEUSFall,NEFSC_NEUS,0.914900877585101,Atl,Fall
"141","306",196817-075-1690,centropristis striata_Atl,"5405",0.9,-0.105360515657826,38.275,-74.725,NEFSC_NEUS,"1968","1968","10","1690",38.3,-74.716667,"25","17.6","19.7","18.3406105775452","19.7",-26,1.94791666666667,"4.84111213684082","82.4936065673828","12.6609268188477",subt_soft,2.21283841133118,soft,19.87569046,18.8993969,3.697108746,24.2759285,15.64906597,14.71010017,4.453950405,15.64906597,NEFSC_NEUSFall,NEFSC_NEUSFall,NEFSC_NEUS,1.0810987061754,Atl,Fall
"142","318",196817-104-1090,centropristis striata_Atl,"5405",0,-inf,41.025,-70.675,NEFSC_NEUS,"1968","1968","10","1090",41.016667,-70.683333,"46","14.3","15.7","14.5368726611733","15.7",-45.5,0.538194444444444,"4.84111213684082","82.4936065673828","12.6609268188477",subt_soft,2.21283841133118,soft,15.01575375,14.72444916,2.657744408,17.72444534,7.050824642,7.470757961,2.435357094,10.290061,NEFSC_NEUSFall,NEFSC_NEUSFall,NEFSC_NEUS,0.43060928990919,Atl,Fall
"143","330",196902-045-1630,centropristis striata_Atl,"5405",139.3,4.93662988078576,35.925,-74.825,NEFSC_NEUS,"1969","1969","3","1630",35.916667,-74.833333,"139","9.2","6.7","12.0633159274535","6.7",-243.972222222222,60.1736111111111,"4.84111213684082","82.4936065673828","12.6609268188477",shelf_soft,2.21283841133118,soft,13.06109333,15.36455059,12.44084549,24.49461746,3.30998373,3.322621584,2.922804832,3.707399368,NEFSC_NEUSSpring,NEFSC_NEUSSpring,NEFSC_NEUS,4.11371590553379,Atl,Spring
"144","332",196902-046-1630,centropristis striata_Atl,"5405",1.4,0.336472236621213,36.025,-74.775,NEFSC_NEUS,"1969","1969","3","1630",36.033333,-74.8,"113","9.5","6.4","9.77608792613283","6.4",-390.555555555556,57.1840277777778,"4.84111213684082","82.4936065673828","12.6609268188477",shelf_soft,2.21283841133118,soft,13.88644409,15.73747158,9.587755203,24.08806038,3.26429677,3.270499229,3.246377468,3.567774057,NEFSC_NEUSSpring,NEFSC_NEUSSpring,NEFSC_NEUS,4.06361088026478,Atl,Spring
"145","333",196902-047-1640,centropristis striata_Atl,"5405",10,2.30258509299405,36.075,-74.725,NEFSC_NEUS,"1969","1969","3","1640",36.083333,-74.733333,"188",NA,"6.4","9.77608792613283","6.4",-791.722222222222,81.8611111111111,"1.06301832199097","25.7176990509033","73.2171325683594",slope_soft,5.8714714050293,soft,13.88644409,15.73747158,9.587755203,24.08806038,3.26429677,3.270499229,3.246377468,3.567774057,NEFSC_NEUSSpring,NEFSC_NEUSSpring,NEFSC_NEUS,4.41716584605864,Atl,Spring
"146","336",196902-048-1620,centropristis striata_Atl,"5405",1.4,0.336472236621213,36.225,-74.875,NEFSC_NEUS,"1969","1969","3","1620",36.2,-74.866667,"86","6.3","5.8","9.77608792613283","5.8",-76.6111111111111,2.75,"4.84111213684082","82.4936065673828","12.6609268188477",shelf_soft,2.21283841133118,soft,13.88644409,15.73747158,9.587755203,24.08806038,3.26429677,3.270499229,3.246377468,3.567774057,NEFSC_NEUSSpring,NEFSC_NEUSSpring,NEFSC_NEUS,1.32175583998232,Atl,Spring
"147","338",196902-051-1670,centropristis striata_Atl,"5405",6.8,1.91692261218206,36.525,-74.725,NEFSC_NEUS,"1969","1969","3","1670",36.516667,-74.75,"141","10.7","7.2","9.77608792613283","7.2",-352.944444444444,72.53125,"4.84111213684082","82.4936065673828","12.6609268188477",shelf_soft,2.21283841133118,soft,10.23321819,12.28789997,8.60097599,23.35865021,3.265834093,3.287710428,3.155116081,3.761230707,NEFSC_NEUSSpring,NEFSC_NEUSSpring,NEFSC_NEUS,4.29771048592764,Atl,Spring
"148","339",196902-052-1680,centropristis striata_Atl,"5405",0.5,-0.693147180559945,36.625,-74.675,NEFSC_NEUS,"1969","1969","3","1680",36.65,-74.7,"188",NA,"8.9","9.77608792613283","8.9",-617.027777777778,73.9861111111111,"3.37467861175537","35.1132049560547","61.4955024719238",slope_soft,5.19102191925049,soft,10.23321819,12.28789997,8.60097599,23.35865021,3.265834093,3.287710428,3.155116081,3.761230707,NEFSC_NEUSSpring,NEFSC_NEUSSpring,NEFSC_NEUS,4.31730291120223,Atl,Spring
"149","347",196911-053-1620,centropristis striata_Atl,"5405",4.5,1.50407739677627,35.675,-74.925,NEFSC_NEUS,"1969","1969","10","1620",35.666667,-74.933333,"58","20.7","20.8","22.6257113786081","20.8",-57.4166666666667,1.55555555555556,"4.84111213684082","82.4936065673828","12.6609268188477",subt_soft,2.21283841133118,soft,22.16669655,21.5212841,13.06109333,25.8755703,3.6922822,3.702857256,2.922804832,3.6922822,NEFSC_NEUSFall,NEFSC_NEUSFall,NEFSC_NEUS,0.93826963859293,Atl,Fall
"150","350",196911-054-1610,centropristis striata_Atl,"5405",2.7,0.993251773010283,35.825,-75.075,NEFSC_NEUS,"1969","1969","10","1610",35.833333,-75.1,"37","20.2","20.9","21.9691977764833","20.9",-36.5,1.34375,"4.84111213684082","82.4936065673828","12.6609268188477",subt_soft,2.21283841133118,soft,21.93327713,20.95688629,3.371460438,23.93713188,19.64270592,15.84712696,4.592778683,19.64270592,NEFSC_NEUSFall,NEFSC_NEUSFall,NEFSC_NEUS,0.851752210736584,Atl,Fall
"151","352",196911-055-1610,centropristis striata_Atl,"5405",0,-inf,36.025,-75.075,NEFSC_NEUS,"1969","1969","10","1610",36.016667,-75.083333,"37","20.3","20.6","19.9215725520717","20.6",-33.1944444444444,1.65972222222222,"4.84111213684082","82.4936065673828","12.6609268188477",subt_soft,2.21283841133118,soft,21.07860947,20.34755325,3.131555796,23.70648003,20.82829285,20.09112167,3.596789598,23.2884922,NEFSC_NEUSFall,NEFSC_NEUSFall,NEFSC_NEUS,0.978221689604645,Atl,Fall
"152","356",196911-059-1650,centropristis striata_Atl,"5405",0.5,-0.693147180559945,36.725,-75.225,NEFSC_NEUS,"1969","1969","10","1650",36.716667,-75.216667,"32","19.1","19.9","19.9215725520717","19.9",-30.1388888888889,1.43055555555556,"4.84111213684082","82.4936065673828","12.6609268188477",rocky_reef,2.21283841133118,hard,20.43377876,19.81855965,3.728406668,23.86203194,13.96469021,13.38623047,2.464434147,15.12047195,NEFSC_NEUSFall,NEFSC_NEUSFall,NEFSC_NEUS,0.888119854907459,Atl,Fall
"153","360",196911-060-1650,centropristis striata_Atl,"5405",1.4,0.336472236621213,37.125,-74.925,NEFSC_NEUS,"1969","1969","10","1650",37.133333,-74.933333,"42","18.9","19.9","19.3808057614698","19.9",-45.3888888888889,0.638888888888889,"4.84111213684082","82.4936065673828","12.6609268188477",subt_soft,2.21283841133118,soft,19.23057175,19.03582382,5.574786663,24.63290215,4.078867435,4.078100681,3.216344357,4.792495251,NEFSC_NEUSFall,NEFSC_NEUSFall,NEFSC_NEUS,0.494018505449609,Atl,Fall
"154","362",196911-061-1650,centropristis striata_Atl,"5405",9.1,2.2082744135228,37.175,-74.875,NEFSC_NEUS,"1969","1969","10","1650",37.183333,-74.866667,"48","17.9","19.2","19.3808057614698","19.2",-48.8888888888889,0.899305555555555,"4.84111213684082","82.4936065673828","12.6609268188477",subt_soft,2.21283841133118,soft,19.23057175,19.03582382,5.574786663,24.63290215,4.078867435,4.078100681,3.216344357,4.792495251,NEFSC_NEUSFall,NEFSC_NEUSFall,NEFSC_NEUS,0.641488322286035,Atl,Fall
"155","364",196911-062-1650,centropristis striata_Atl,"5405",0.9,-0.105360515657826,37.325,-75.025,NEFSC_NEUS,"1969","1969","10","1650",37.333333,-75.016667,"51","18.7","19","18.4248187483263","19",-36.4722222222222,0.791666666666667,"4.84111213684082","82.4936065673828","12.6609268188477",subt_soft,2.21283841133118,soft,20.09699821,19.57615662,3.620209217,24.90241241,13.96334839,13.41098022,4.328695297,15.77309227,NEFSC_NEUSFall,NEFSC_NEUSFall,NEFSC_NEUS,0.583146285345617,Atl,Fall
"156","367",196911-063-1650,centropristis striata_Atl,"5405",0.9,-0.105360515657826,37.575,-74.825,NEFSC_NEUS,"1969","1969","10","1650",37.583333,-74.833333,"37","18.5","18.8","19.3808057614698","18.8",-38.6944444444444,1.21875,"4.84111213684082","82.4936065673828","12.6609268188477",subt_soft,2.21283841133118,soft,19.08707428,18.8605423,3.843505859,25.57061577,11.88146496,11.76870823,5.644155502,11.92156124,NEFSC_NEUSFall,NEFSC_NEUSFall,NEFSC_NEUS,0.796943974241589,Atl,Fall
