"","haulid","region","year","yearsurv","month","stratum","lat","lon","depth","bottemp","surftemp_orig","adjSST","surftemp","sppocean","Freq","wtcpue"
"351744","017-083-00036","SEFSC_GOMexSummer",2008,2008,8,"28.5--83.5-50",28.5225833333333,-83.50625,73.51776,NA,30,29.0835234146251,30,"centropristis striata_Atl",5405,0.186008741347936
"351781","017-083-00037","SEFSC_GOMexSummer",2008,2008,8,"28.5--83.5-50",28.7315833333333,-83.53925,36.75888,NA,29.84000015,29.0835234146251,29.84000015,"centropristis striata_Atl",5405,0.249783166952943
"353732","017-097-00066","SEFSC_GOMexFall",2009,2009,10,"27.5--83.5-50",27.9161666666667,-83.1921666666667,36.75888,26.6356,23.6449,NA,23.6449,"centropristis striata_Atl",5405,0.133149114390381
"353785","017-097-00068","SEFSC_GOMexFall",2009,2009,10,"27.5--83.5-50",27.8848333333333,-83.28975,46.81728,26.5729,22.3646,NA,22.3646,"centropristis striata_Atl",5405,0.113487476120021
"353998","017-097-00076","SEFSC_GOMexFall",2009,2009,10,"28.5--83.5-50",28.4084166666667,-83.4414166666667,40.05072,26.2668,25.4298,NA,25.4298,"centropristis striata_Atl",5405,0.276946348229149
"354036","017-097-00077","SEFSC_GOMexFall",2009,2009,10,"28.5--83.5-50",28.3959166666667,-83.3605,36.75888,26.0567,26.1031,NA,26.1031,"centropristis striata_Atl",5405,0.032001503887817
"354101","017-097-00079","SEFSC_GOMexFall",2009,2009,10,"28.5--83.5-50",28.75675,-83.1011666666667,18.65376,24.2549,23.8116,NA,23.8116,"centropristis striata_Atl",5405,0.0220096923384282
"354164","017-097-00080","SEFSC_GOMexFall",2009,2009,10,"28.5--83.5-50",28.8675833333333,-83.21875,20.48256,23.837,23.8333,NA,23.8333,"centropristis striata_Atl",5405,0.158255056130943
"354191","017-097-00081","SEFSC_GOMexFall",2009,2009,10,"28.5--83.5-50",28.9161666666667,-83.4460833333333,31.45536,24.9741,25.759,NA,25.759,"centropristis striata_Atl",5405,0.0727306906541295
"354423","017-097-00092","SEFSC_GOMexFall",2009,2009,10,"29.5--83.5-50",29.3525833333333,-83.8555,33.46704,25.2655,19.5479,NA,19.5479,"centropristis striata_Atl",5405,0.0828610368523833
"354441","017-097-00093","SEFSC_GOMexFall",2009,2009,10,"29.5--83.5-50",29.4725,-83.7961666666667,28.3464,26.2417,26.2152,NA,26.2152,"centropristis striata_Atl",5405,0.0734656373391009
"354471","017-097-00094","SEFSC_GOMexFall",2009,2009,10,"29.5--83.5-50",29.6746666666667,-83.88575,23.40864,24.5735,24.5471,NA,24.5471,"centropristis striata_Atl",5405,0.078289393439838
"354485","017-097-00095","SEFSC_GOMexFall",2009,2009,10,"29.5--84.5-50",29.7926666666667,-84.2591666666667,20.66544,24.4224,24.4146,NA,24.4146,"centropristis striata_Atl",5405,0.346301988500305
"354551","017-097-00096","SEFSC_GOMexFall",2009,2009,10,"29.5--84.5-50",29.3825,-84.3240833333333,25.78608,25.531,25.5419,NA,25.5419,"centropristis striata_Atl",5405,0.035430236447226
"354565","017-097-00097","SEFSC_GOMexFall",2009,2009,10,"29.5--84.5-50",29.5208333333333,-84.55675,22.49424,NA,NA,NA,NA,"centropristis striata_Atl",5405,0.461666717342641
"354687","017-097-00102","SEFSC_GOMexFall",2009,2009,10,"29.5--85.5-50",29.5178333333333,-85.3770833333333,31.82112,23.7786,23.112,NA,23.112,"centropristis striata_Atl",5405,0.252735686656878
"357351","017-1007-00054","SEFSC_GOMexFall",2010,2010,10,"28.5--83.5-50",28.29725,-83.5286666666667,46.81728,24.3533,25.7222,NA,25.7222,"centropristis striata_Atl",5405,0.0555073704339873
"360222","017-102-00127","SEFSC_GOMexSummer",2010,2010,7,"28.5--83.5-50",28.1688333333333,-83.0838333333333,27.432,NA,NA,29.4416751171622,29.4416751171622,"centropristis striata_Atl",5405,0.0262672442625985
"360248","017-102-00128","SEFSC_GOMexSummer",2010,2010,7,"28.5--83.5-50",28.4346666666667,-83.07975,23.40864,NA,NA,29.4416751171622,29.4416751171622,"centropristis striata_Atl",5405,0.481260711741486
"360292","017-102-00129","SEFSC_GOMexSummer",2010,2010,7,"28.5--83.5-50",28.5075833333333,-83.0104166666667,18.65376,NA,NA,29.4416751171622,29.4416751171622,"centropristis striata_Atl",5405,0.0559133418932784
"360322","017-102-00130","SEFSC_GOMexSummer",2010,2010,7,"28.5--83.5-50",28.53525,-83.0141666666667,18.10512,NA,NA,29.4416751171622,29.4416751171622,"centropristis striata_Atl",5405,0.0315550543358106
"360373","017-102-00135","SEFSC_GOMexSummer",2010,2010,7,"28.5--83.5-50",28.4644166666667,-83.7349166666667,53.58384,NA,NA,29.4416751171622,29.4416751171622,"centropristis striata_Atl",5405,0.0832073734745458
"360648","017-102-00145","SEFSC_GOMexSummer",2010,2010,7,"29.5--84.5-50",29.5465833333333,-84.4869166666667,36.75888,NA,NA,29.979308754265,29.979308754265,"centropristis striata_Atl",5405,0.138594748455325
"361007","017-1102-00012","SEFSC_GOMexSummer",2011,2011,6,"29.5--87.5-50",29.88775,-87.8885833333333,31.0896,24.2,30.2,28.8921514987746,30.2,"centropristis striata_Atl",5405,0.017438319501369
"361282","017-1103-00006","SEFSC_GOMexSummer",2011,2011,6,"29.5--85.5-50",29.72925,-85.4430833333333,23.04288,28.3768,28.4704,29.1974160139358,28.4704,"centropristis striata_Atl",5405,0.116329276335059
"363754","017-1103-00106","SEFSC_GOMexSummer",2011,2011,6,"27.5--82.5-50",27.8771666666667,-82.9913333333333,19.38528,NA,NA,28.3915901694546,28.3915901694546,"centropristis striata_Atl",5405,0.0373282848283273
"366502","017-1203-00076","SEFSC_GOMexSummer",2012,2012,6,"26.5--82.5-50",26.5013333333333,-82.3096666666667,21.39696,29.1969,29.3275,NA,29.3275,"centropristis striata_Atl",5405,0.0765750271601335
"367135","017-1203-00114","SEFSC_GOMexSummer",2012,2012,6,"28.5--83.5-50",28.3825,-83.252,32.73552,27.2301,28.4415,NA,28.4415,"centropristis striata_Atl",5405,0.0674686084270796
"367688","017-1203-00138","SEFSC_GOMexSummer",2012,2012,7,"29.5--83.5-50",29.3271666666667,-83.56975,23.7744,27.9054,27.9246,NA,27.9246,"centropristis striata_Atl",5405,0.178372914527413
"367717","017-1203-00140","SEFSC_GOMexSummer",2012,2012,7,"29.5--83.5-50",29.3501666666667,-83.7794166666667,32.36976,27.4973,27.7476,NA,27.7476,"centropristis striata_Atl",5405,0.143381738122368
"367800","017-1203-00144","SEFSC_GOMexSummer",2012,2012,7,"29.5--83.5-50",29.1768333333333,-83.9906666666667,40.05072,27.4159,27.6224,NA,27.6224,"centropristis striata_Atl",5405,0.200580854725424
"367886","017-1203-00148","SEFSC_GOMexSummer",2012,2012,7,"29.5--84.5-50",29.1636666666667,-84.6469166666667,56.87568,26.6799,28.3457,NA,28.3457,"centropristis striata_Atl",5405,0.162864796571926
"367940","017-1203-00150","SEFSC_GOMexSummer",2012,2012,7,"29.5--83.5-50",29.7241666666667,-83.9385,24.50592,27.3857,28.0793,NA,28.0793,"centropristis striata_Atl",5405,0.423981829485137
"367988","017-1203-00152","SEFSC_GOMexSummer",2012,2012,7,"29.5--84.5-50",29.652,-84.6006666666667,33.10128,27.3015,27.4738,NA,27.4738,"centropristis striata_Atl",5405,0.285803907340956
"368003","017-1203-00153","SEFSC_GOMexSummer",2012,2012,7,"29.5--84.5-50",29.6301666666667,-84.6603333333333,30.35808,27.1971,27.8243,NA,27.8243,"centropristis striata_Atl",5405,0.0777179380132698
"368554","017-1302-00012","SEFSC_GOMexSummer",2013,2013,6,"29.5--84.5-50",29.4190833333333,-84.895,45.53712,25.7586,26.5726,NA,26.5726,"centropristis striata_Atl",5405,0.0628081464291733
"371342","017-1302-00128","SEFSC_GOMexSummer",2013,2013,6,"28.5--83.5-50",28.9583333333333,-83.79275,43.15968,26.3985,28.5348,NA,28.5348,"centropristis striata_Atl",5405,0.108062221164039
"371420","017-1302-00134","SEFSC_GOMexSummer",2013,2013,6,"29.5--83.5-50",29.442,-83.7341666666667,23.95728,28.6128,29.5378,NA,29.5378,"centropristis striata_Atl",5405,0.215349405905795
"371443","017-1302-00137","SEFSC_GOMexSummer",2013,2013,6,"29.5--83.5-50",29.8308333333333,-83.7739166666667,9.50976,29.5709,29.569,NA,29.569,"centropristis striata_Atl",5405,0.822645802509027
"372260","017-1305-00008","SEFSC_GOMexFall",2013,2013,10,"29.5--84.5-50",29.02675,-84.7253333333333,67.29984,26.952,27.9953,NA,27.9953,"centropristis striata_Atl",5405,0.000571455426568161
"373368","017-1305-00061","SEFSC_GOMexFall",2013,2013,10,"28.5--82.5-50",28.4575,-82.9120833333333,9.69264,26.3266,26.3232,NA,26.3232,"centropristis striata_Atl",5405,0.0135815906381033
"373567","017-1305-00070","SEFSC_GOMexFall",2013,2013,10,"29.5--84.5-50",29.6345833333333,-84.0718333333333,27.79776,27.1678,26.9882,NA,26.9882,"centropristis striata_Atl",5405,0.0287870671133711
"373586","017-1305-00071","SEFSC_GOMexFall",2013,2013,10,"29.5--84.5-50",29.79225,-84.4685833333333,19.56816,26.5318,26.2599,NA,26.2599,"centropristis striata_Atl",5405,0.103522722119238
"376044","017-1402-00117","SEFSC_GOMexSummer",2014,2014,6,"27.5--82.5-50",27.669,-82.9786666666667,23.7744,28.6308,28.5777,NA,28.5777,"centropristis striata_Atl",5405,0.13796319343844
"376960","017-1402-00166","SEFSC_GOMexSummer",2014,2014,6,"28.5--83.5-50",28.2293333333333,-83.2823333333333,34.93008,28.4541,29.2308,NA,29.2308,"centropristis striata_Atl",5405,0.192651910681791
"377034","017-1402-00178","SEFSC_GOMexSummer",2014,2014,6,"29.5--84.5-50",29.5761666666667,-84.13075,35.6616,26.0722,28.3511,NA,28.3511,"centropristis striata_Atl",5405,0.0840039477055196
"377048","017-1402-00181","SEFSC_GOMexSummer",2014,2014,6,"29.5--84.5-50",29.8710833333333,-84.2134166666667,13.53312,26.4616,28.2574,NA,28.2574,"centropristis striata_Atl",5405,0.0994332442228599
"377071","017-1402-00182","SEFSC_GOMexSummer",2014,2014,6,"29.5--84.5-50",29.616,-84.3643333333333,36.576,24.7247,28.9943,NA,28.9943,"centropristis striata_Atl",5405,0.0542882655239753
"377096","017-1402-00183","SEFSC_GOMexSummer",2014,2014,6,"29.5--84.5-50",29.6630833333333,-84.5493333333333,26.5176,24.7035,27.8915,NA,27.8915,"centropristis striata_Atl",5405,0.0472403152629679
"377145","017-1402-00185","SEFSC_GOMexSummer",2014,2014,6,"29.5--84.5-50",29.4474166666667,-84.7755,45.72,NA,NA,NA,NA,"centropristis striata_Atl",5405,0.656602285126817
"380913","017-1406-00163","SEFSC_GOMexFall",2014,2014,10,"28.5--83.5-50",28.6939166666667,-83.03075,14.6304,23.9949,23.9962,NA,23.9962,"centropristis striata_Atl",5405,2.04581042711401
"380938","017-1406-00164","SEFSC_GOMexFall",2014,2014,10,"28.5--83.5-50",28.8808333333333,-83.2961666666667,27.432,25.2524,24.279,NA,24.279,"centropristis striata_Atl",5405,0.0144941876375015
"380994","017-1406-00171","SEFSC_GOMexFall",2014,2014,10,"29.5--84.5-50",29.534,-84.2488333333333,40.2336,25.2549,25.6066,NA,25.6066,"centropristis striata_Atl",5405,0.0442877955590324
"381014","017-1406-00172","SEFSC_GOMexFall",2014,2014,10,"29.5--84.5-50",29.70125,-84.3411666666667,32.9184,24.5616,24.6947,NA,24.6947,"centropristis striata_Atl",5405,0.253916694538453
"384186","017-872-17021","SEFSC_GOMexSummer",1987,1987,7,"29.5--88.5-50",29.9890833333333,-88.3015,46.81728,28,31,29.3562462038735,31,"centropristis striata_Atl",5405,0.0322415151669756
"384348","017-872-17025","SEFSC_GOMexSummer",1987,1987,7,"29.5--88.5-50",29.9283333333333,-88.7496666666667,23.40864,28,29,29.3562462038735,29,"centropristis striata_Atl",5405,0.0142353628582604
"384463","017-872-17030","SEFSC_GOMexSummer",1987,1987,7,"30.5--88.5-50",30.01425,-88.0866666666667,40.05072,28,34,29.3688881275347,34,"centropristis striata_Atl",5405,0.0391028829082189
"384682","017-872-17040","SEFSC_GOMexSummer",1987,1987,7,"29.5--87.5-50",29.9784166666667,-87.8105833333333,50.10912,28,31,29.5550893641144,31,"centropristis striata_Atl",5405,0.20095587234911
"384703","017-872-17041","SEFSC_GOMexSummer",1987,1987,7,"30.5--87.5-50",30.04925,-87.6840833333333,36.75888,28.8,30.7,29.5508495791816,30.7,"centropristis striata_Atl",5405,0.120462803920568
"384752","017-872-17042","SEFSC_GOMexSummer",1987,1987,7,"30.5--87.5-50",30.0559166666667,-87.5869166666667,43.52544,27.8,30.8,29.5508495791816,30.8,"centropristis striata_Atl",5405,0.105824522020004
"384782","017-872-17045","SEFSC_GOMexSummer",1987,1987,7,"29.5--87.5-50",29.67225,-87.9245,66.93408,NA,NA,29.5550893641144,29.5550893641144,"centropristis striata_Atl",5405,0.190437520903839
"384829","017-872-17046","SEFSC_GOMexSummer",1987,1987,7,"29.5--87.5-150",29.5025,-87.6971666666667,100.40112,24.8,28.5,29.5550893641144,28.5,"centropristis striata_Atl",5405,0.184768683072283
"384850","017-872-17047","SEFSC_GOMexSummer",1987,1987,7,"29.5--87.5-150",29.3905833333333,-87.7685,133.86816,25.6,29.5,29.5550893641144,29.5,"centropristis striata_Atl",5405,0.0752892524503552
"385421","017-874-17002","SEFSC_GOMexFall",1987,1987,10,"29.5--88.5-50",29.9976666666667,-88.012,40.05072,23.2,23.4,NA,23.4,"centropristis striata_Atl",5405,0.0806037879174391
"385446","017-874-17004","SEFSC_GOMexFall",1987,1987,10,"30.5--87.5-50",30.0184166666667,-87.7578333333333,43.52544,22.5,22.7,NA,22.7,"centropristis striata_Atl",5405,0.200771339867614
"385493","017-874-17006","SEFSC_GOMexFall",1987,1987,10,"30.5--87.5-50",30.03825,-87.82725,30.1752,22,22.8,NA,22.8,"centropristis striata_Atl",5405,0.201066591838007
"385502","017-874-17007","SEFSC_GOMexFall",1987,1987,10,"30.5--87.5-50",30.0229166666667,-87.87225,43.52544,22.5,23,NA,23,"centropristis striata_Atl",5405,0.0306607815408686
"385699","017-874-17014","SEFSC_GOMexFall",1987,1987,11,"29.5--87.5-50",29.9625833333333,-87.62375,50.10912,20,20,NA,20,"centropristis striata_Atl",5405,0.0362354690937538
"385793","017-874-17022","SEFSC_GOMexFall",1987,1987,10,"30.5--88.5-50",30.1455,-88.2505,30.1752,NA,NA,NA,NA,"centropristis striata_Atl",5405,0.0117232400009204
"386082","017-881-17014","SEFSC_GOMexSummer",1988,1988,6,"29.5--88.5-50",29.96375,-88.051,50.10912,19.5,24.2,26.5879127017059,24.2,"centropristis striata_Atl",5405,0.167555493198339
"386341","017-881-17032","SEFSC_GOMexSummer",1988,1988,7,"29.5--87.5-50",29.7014166666667,-87.5775833333333,66.93408,20.8,26.9,28.5637815322832,26.9,"centropristis striata_Atl",5405,0.298014004955296
"386367","017-881-17033","SEFSC_GOMexSummer",1988,1988,7,"29.5--88.5-50",29.7525,-88.01175,63.45936,20.4,27.1,28.482628538458,27.1,"centropristis striata_Atl",5405,0.183444711078729
"387192","017-883-17025","SEFSC_GOMexFall",1988,1988,11,"30.5--87.5-50",30.1289166666667,-87.591,36.75888,21,21.5,NA,21.5,"centropristis striata_Atl",5405,0.142705119023549
"387228","017-883-17026","SEFSC_GOMexFall",1988,1988,11,"30.5--87.5-50",30.07375,-87.6670833333333,43.52544,21.5,21.5,NA,21.5,"centropristis striata_Atl",5405,0.402133183676015
"387334","017-891-17003","SEFSC_GOMexSummer",1989,1989,6,"29.5--87.5-150",29.4631666666667,-87.8010833333333,103.69296,19.6,25.8,27.9130261658574,25.8,"centropristis striata_Atl",5405,0.927238813020942
"387617","017-891-17021","SEFSC_GOMexSummer",1989,1989,7,"29.5--88.5-150",29.4065833333333,-88.09675,100.40112,21,28,29.0913405180949,28,"centropristis striata_Atl",5405,0.0445932286318534
"387662","017-891-17023","SEFSC_GOMexSummer",1989,1989,7,"29.5--88.5-150",29.38675,-88.18725,100.40112,21,27,29.0913405180949,27,"centropristis striata_Atl",5405,0.048172689906316
"387704","017-891-17028","SEFSC_GOMexSummer",1989,1989,7,"29.5--87.5-50",29.7715833333333,-87.9076666666667,63.45936,22,28,29.125019621378,28,"centropristis striata_Atl",5405,0.19848163070946
"387737","017-891-17029","SEFSC_GOMexSummer",1989,1989,7,"29.5--87.5-50",29.90075,-87.95125,50.10912,21,26.5,29.125019621378,26.5,"centropristis striata_Atl",5405,1.68293623124323
"387783","017-891-17030","SEFSC_GOMexSummer",1989,1989,7,"29.5--88.5-50",29.6996666666667,-88.2813333333333,66.93408,22,26.5,29.0913405180949,26.5,"centropristis striata_Atl",5405,0.070122342968468
"387836","017-891-17034","SEFSC_GOMexSummer",1989,1989,7,"30.5--87.5-50",30.1089166666667,-87.8524166666667,26.70048,24.7,28,29.1790200964372,28,"centropristis striata_Atl",5405,0.00466187321674026
"387851","017-891-17035","SEFSC_GOMexSummer",1989,1989,7,"29.5--87.5-50",29.99525,-87.99475,40.05072,23,28.5,29.125019621378,28.5,"centropristis striata_Atl",5405,0.797180320062584
"387893","017-891-17036","SEFSC_GOMexSummer",1989,1989,7,"29.5--87.5-50",29.984,-87.98125,43.52544,23.5,27.8,29.125019621378,27.8,"centropristis striata_Atl",5405,0.336587246248647
"388452","017-893-17017","SEFSC_GOMexFall",1989,1989,11,"30.5--88.5-50",30.0156666666667,-88.4131666666667,43.52544,19.8,20,NA,20,"centropristis striata_Atl",5405,0.0110719488897581
"388506","017-893-17020","SEFSC_GOMexFall",1989,1989,11,"29.5--88.5-50",29.7675833333333,-88.1843333333333,66.93408,20.2,20.8,NA,20.8,"centropristis striata_Atl",5405,0.30453131803449
"389163","017-901-17032","SEFSC_GOMexSummer",1990,1990,7,"29.5--88.5-150",29.3665,-88.4618333333333,100.40112,22.1,28.5,29.4462521577147,28.5,"centropristis striata_Atl",5405,0.0335110986396679
"389200","017-901-17033","SEFSC_GOMexSummer",1990,1990,7,"29.5--88.5-150",29.3361666666667,-88.4554166666667,110.45952,22.1,28.5,29.4462521577147,28.5,"centropristis striata_Atl",5405,0.39719159806627
"389239","017-901-17037","SEFSC_GOMexSummer",1990,1990,7,"29.5--88.5-50",29.8220833333333,-88.13125,63.45936,24.3,29.5,29.4462521577147,29.5,"centropristis striata_Atl",5405,0.0841468115621617
"389276","017-901-17038","SEFSC_GOMexSummer",1990,1990,7,"29.5--88.5-50",29.8968333333333,-88.1429166666667,56.87568,24.3,29.3,29.4462521577147,29.3,"centropristis striata_Atl",5405,0.00442877955590325
"391371","017-904-00034","SEFSC_GOMexSummer",2009,2009,7,"29.5--84.5-50",29.7953333333333,-84.0174166666667,16.4592,29.1731,29.1816,NA,29.1816,"centropristis striata_Atl",5405,0.695578906721274
"391388","017-904-00035","SEFSC_GOMexSummer",2009,2009,7,"29.5--83.5-50",29.6858333333333,-83.9339166666667,25.78608,29.1378,29.1331,NA,29.1331,"centropristis striata_Atl",5405,0.106811742230608
"391432","017-904-00036","SEFSC_GOMexSummer",2009,2009,7,"29.5--83.5-50",29.4195,-83.9160833333333,34.19856,28.7526,28.7466,NA,28.7466,"centropristis striata_Atl",5405,0.0946842525744832
"391513","017-904-00042","SEFSC_GOMexSummer",2009,2009,7,"29.5--83.5-50",29.1738333333333,-83.80975,36.21024,27.8535,28.9743,NA,28.9743,"centropristis striata_Atl",5405,0.0338671377804366
"392195","017-904-00072","SEFSC_GOMexSummer",2009,2009,7,"27.5--82.5-50",27.8785833333333,-82.9661666666667,18.47088,30.5589,30.5544,NA,30.5544,"centropristis striata_Atl",5405,0.159928150629839
"400988","017-961-17015","SEFSC_GOMexSummer",1996,1996,6,"29.5--88.5-50",29.6485,-88.4216666666667,73.51776,19.5,26.7,28.5702134787438,26.7,"centropristis striata_Atl",5405,0.0230296536906969
"461547","035-001-37743","SEFSC_GOMexSummer",2000,2000,7,"28.5--91.5-50",28.5865,-91.3193333333333,56.87568,22.89,30.41,30.0737592553794,30.41,"centropristis striata_Atl",5405,0.062762133135086
"573487","063-993-00148","SEFSC_GOMexFall",1999,1999,11,"29.5--88.5-150",29.252,-88.38775,175.5648,NA,NA,NA,NA,"paralichthys dentatus_Atl",12598,0.21429578496306
"573511","063-993-00150","SEFSC_GOMexFall",1999,1999,11,"29.5--88.5-150",29.2594166666667,-88.4198333333333,158.92272,NA,NA,NA,NA,"paralichthys dentatus_Atl",12598,0.149471310011734
"947528","196307-010-1400","NEFSC_NEUSFall",1963,1963,11,"1400",42.833333,-70.65,61,8.8,9.7,10.0337504931014,9.7,"stenotomus chrysops_Atl",6935,0
"949185","196307-145-1100","NEFSC_NEUSFall",1963,1963,12,"1100",40.316667,-68.9,91,9.6,8.8,9.70733081786214,8.8,"paralichthys dentatus_Atl",12598,0.5
"949372","196307-159-1020","NEFSC_NEUSFall",1963,1963,12,"1020",39.916667,-72.916667,53,10.6,10.6,11.3636202075807,10.6,"centropristis striata_Atl",5405,2.3
"949374","196307-159-1020","NEFSC_NEUSFall",1963,1963,12,"1020",39.916667,-72.916667,53,10.6,10.6,11.3636202075807,10.6,"stenotomus chrysops_Atl",6935,2.3
"949381","196307-159-1020","NEFSC_NEUSFall",1963,1963,12,"1020",39.916667,-72.916667,53,10.6,10.6,11.3636202075807,10.6,"paralichthys dentatus_Atl",12598,1.8
"949385","196307-160-1020","NEFSC_NEUSFall",1963,1963,12,"1020",39.916667,-73.116667,73,10.6,10.1,10.1470486796001,10.1,"stenotomus chrysops_Atl",6935,0
"949392","196307-160-1020","NEFSC_NEUSFall",1963,1963,12,"1020",39.916667,-73.116667,73,10.6,10.1,10.1470486796001,10.1,"paralichthys dentatus_Atl",12598,2.3
"949400","196307-160-1020","NEFSC_NEUSFall",1963,1963,12,"1020",39.916667,-73.116667,73,10.6,10.1,10.1470486796001,10.1,"centropristis striata_Atl",5405,0.5
"949409","196307-161-1010","NEFSC_NEUSFall",1963,1963,12,"1010",39.75,-73.833333,23,8.4,8.4,10.1470486796001,8.4,"stenotomus chrysops_Atl",6935,0
"949426","196307-163-1010","NEFSC_NEUSFall",1963,1963,12,"1010",39.6,-73.216667,40,10.6,10.6,10.1470486796001,10.6,"stenotomus chrysops_Atl",6935,3.6
"949450","196307-164-1020","NEFSC_NEUSFall",1963,1963,12,"1020",39.466667,-72.75,74,11.1,10.4,11.3636202075807,10.4,"centropristis striata_Atl",5405,0
"949509","196307-172-1030","NEFSC_NEUSFall",1963,1963,12,"1030",39.866667,-71.966667,116,13.2,11.4,11.8814207352089,11.4,"paralichthys dentatus_Atl",12598,1.8
"949516","196307-173-1020","NEFSC_NEUSFall",1963,1963,12,"1020",39.983333,-72.033333,83,13.9,11.3,11.3636202075807,11.3,"stenotomus chrysops_Atl",6935,0.9
"949522","196307-173-1020","NEFSC_NEUSFall",1963,1963,12,"1020",39.983333,-72.033333,83,13.9,11.3,11.3636202075807,11.3,"paralichthys dentatus_Atl",12598,4.5
"949559","196307-177-1060","NEFSC_NEUSFall",1963,1963,12,"1060",40.15,-71.633333,77,13.3,9.1,9.60199526207739,9.1,"paralichthys dentatus_Atl",12598,5.9
"949560","196307-178-1060","NEFSC_NEUSFall",1963,1963,12,"1060",40.4,-71.266667,77,13.7,9.9,9.60199526207739,9.9,"stenotomus chrysops_Atl",6935,0.9
"949572","196307-179-1060","NEFSC_NEUSFall",1963,1963,12,"1060",40.25,-71.866667,71,13.1,10.7,9.60199526207739,10.7,"centropristis striata_Atl",5405,0.5
"949580","196307-179-1060","NEFSC_NEUSFall",1963,1963,12,"1060",40.25,-71.866667,71,13.1,10.7,9.60199526207739,10.7,"stenotomus chrysops_Atl",6935,1.8
"949589","196307-180-1060","NEFSC_NEUSFall",1963,1963,12,"1060",40.5,-71.566667,75,14.4,11.4,9.60199526207739,11.4,"stenotomus chrysops_Atl",6935,0
"949630","196307-183-1060","NEFSC_NEUSFall",1963,1963,12,"1060",40.5,-70.833333,75,14.4,9.8,9.32487486268464,9.8,"stenotomus chrysops_Atl",6935,21.8
"949643","196307-183-1060","NEFSC_NEUSFall",1963,1963,12,"1060",40.5,-70.833333,75,14.4,9.8,9.32487486268464,9.8,"paralichthys dentatus_Atl",12598,3.6
